1.0604712305489399, 0.003617605304772953
1.4491756668905484, 0.0126406568560824
1.8059825967073304, 0.014034646348476398
2.1880385444215227, 0.019812631780716794
2.5300483753774974, 0.025368387004025328
2.8660758947286538, 0.023868333093732153
3.2439802104612605, 0.035568753594019675
3.5853219909902094, 0.04003558079355951
4.127517294904263, 0.04751733116094847
4.462297835257821, 0.05209662031470552
4.884844192969193, 0.05664951121334105
5.248013718713065, 0.06809719535783376
5.6046526572789865, 0.07252563733946726
5.977963664964995, 0.08497052903967806
6.32785968972804, 0.0993710465784935
6.684190159672206, 0.10937140598044859
7.046867835665889, 0.13628146400752783
7.392983050679193, 0.15977321736630257
7.765319664372189, 0.18324072742955744
8.123683924533173, 0.22228455486434218
8.482543770068702, 0.25237654542840715
8.841051303726593, 0.2888324010664437
9.199694729108716, 0.32283362303309127
9.562242441165312, 0.35209124017634674
9.917162768838601, 0.38756322207120075
10.266191905061584, 0.417622484186314
10.638392694137375, 0.44354341575618184
10.993918461384007, 0.47465726122641017
11.356552070431723, 0.4957852932719954
11.744941690945527, 0.525295444743583
12.104284707056102, 0.5466598489204872
12.460706554398373, 0.5615876581368603
12.823212324564777, 0.5850248640807152
13.179239694449135, 0.6005001677209124
13.552138553160827, 0.6203897714203566
13.901820170981194, 0.6386631554184745
14.257938135348375, 0.6525020366110792
14.620949109562805, 0.6733916762507188
14.955121958529537, 0.6889477908759825
15.32944919025371, 0.7027705098715737
15.699657616515688, 0.7252117204244863
15.974227348628942, 0.7385940195514664
16.418853662121613, 0.758728076480736
16.76219098186352, 0.7731952630822312
17.15673829499461, 0.7929674022426683
17.53063251065548, 0.8052145956401275
17.906788352869633, 0.8188969055491662
18.278121836383136, 0.8351117740080506
18.65890425255452, 0.8497980161012076
19.067433697669735, 0.8707321017826337
19.427288404840688, 0.8828537495425793
19.730886334859072, 0.8962568286371477
20.18912358262424, 0.9158003881541116
20.538912907218638, 0.9321282476867583
20.898330160474856, 0.9521516945802185
21.25188846720595, 0.9596019623346751
21.608383796739844, 0.9732024511213341
21.98263808951974, 0.9874029614721104
22.348026346048286, 0.9926031483611271
22.70188084640794, 0.9947032238355377
